fib 6700
fib 1300
fib 400
fib 500
fib 400
fib 400
fib 300
fib 500
fib 300
fib 600
fib 400
fib 300
fib 300
fib 500
fib 500
fib 300
fib 300
fib 400
fib 500
fib 300
fib 300
fib 400
fib 400
fib 400
fib 300
fib 300
fib 500
fib 400
fib 300
fib 300
fib 300
fib 400
fib 400
fib 500
fib 400
fib 300
fib 500
fib 300
fib 300
fib 200
fib 300
fib 300
fib 300
fib 300
fib 400
fib 300
fib 300
fib 300
fib 400
fib 300
fib 400
fib 300
fib 300
fib 400
fib 300
fib 300
fib 400
fib 400
fib 300
fib 400
fib 300
fib 400
fib 300
fib 400
fib 500
fib 500
fib 400
fib 300
fib 400
fib 300
fib 200
fib 400
fib 400
fib 300
fib 400
fib 300
fib 500
fib 500
fib 300
fib 400
fib 300
fib 500
fib 700
fib 200
fib 300
fib 400
fib 400
fib 300
fib 400
fib 400
fib 400
fib 500
fib 400
fib 300
fib 400
fib 500
fib 300
fib 400
fib 400
fib 300
fib 200
fib 300
fib 400
fib 400
fib 300
fib 300
fib 200
fib 500
fib 300
fib 400
fib 1400
fib 500
fib 400
fib 400
fib 400
fib 300
fib 300
fib 400
fib 300
fib 300
fib 300
fib 300
fib 400
fib 400
fib 300
fib 400
fib 300
fib 400
fib 500
fib 300
fib 400
fib 300
fib 300
fib 400
fib 300
fib 300
fib 300
fib 300
fib 500
fib 300
fib 400
fib 300
fib 400
fib 400
fib 200
fib 300
fib 400
fib 200
fib 300
fib 300
fib 200
fib 300
fib 300
fib 400
fib 400
fib 400
fib 200
fib 400
fib 300
fib 200
fib 300
fib 400
fib 200
fib 300
fib 300
fib 500
fib 400
fib 300
fib 300
fib 400
fib 300
fib 400
fib 200
fib 300
fib 400
fib 300
fib 500
fib 400
fib 200
fib 200
fib 200
fib 400
fib 300
fib 200
fib 300
fib 200
fib 300
fib 300
fib 500
fib 400
fib 300
fib 500
fib 400
fib 500
fib 400
fib 500
fib 300
fib 300
fib 500
fib 400
fib 22500
fib 600
fib 700
fib 600
fib 700
fib 700
fib 600
fib 400
fib 200
fib 200
fib 300
fib 300
fib 400
fib 400
fib 300
fib 400
fib 300
fib 500
fib 600
fib 400
fib 300
fib 400
fib 300
fib 300
fib 500
fib 300
fib 400
fib 200
fib 400
fib 400
fib 500
fib 200
fib 300
fib 500
fib 300
fib 200
fib 300
fib 300
fib 300
fib 200
fib 400
fib 400
fib 400
fib 400
fib 400
fib 500
fib 300
fib 400
fib 300
fib 200
fib 300
fib 200
fib 300
fib 400
fib 300
fib 300
fib 200
fib 300
fib 400
fib 300
fib 400
fib 300
fib 300
fib 400
fib 300
fib 300
fib 300
fib 200
fib 400
fib 300
fib 400
fib 300
fib 400
fib 200
fib 300
fib 200
fib 500
fib 200
fib 300
fib 300
fib 400
fib 300
fib 400
fib 200
fib 400
fib 300
fib 500
fib 400
fib 500
fib 400
fib 300
fib 400
fib 400
fib 400
fib 400
fib 400
fib 300
fib 200
fib 300
fib 200
fib 400
fib 300
fib 300
fib 200
fib 300
fib 300
fib 200
fib 400
fib 400
fib 300
fib 300
fib 300
fib 200
fib 200
fib 400
fib 300
fib 400
fib 500
fib 200
fib 300
fib 200
fib 300
fib 400
fib 300
fib 300
fib 300
fib 500
fib 400
fib 300
fib 300
fib 200
fib 300
fib 400
fib 300
fib 200
fib 300
fib 200
fib 400
fib 300
fib 300
fib 200
fib 400
fib 400
fib 300
fib 500
fib 400
fib 200
fib 400
fib 300
fib 500
fib 200
fib 300
fib 300
fib 400
fib 300
fib 300
fib 300
fib 400
fib 400
fib 300
fib 400
fib 400
fib 300
fib 300
fib 400
fib 500
fib 200
fib 300
fib 300
fib 400
fib 300
fib 200
fib 400
fib 400
fib 200
fib 300
fib 400
fib 400
fib 400
fib 400
fib 200
fib 300
fib 400
fib 400
fib 300
fib 300
fib 300
fib 400
fib 400
fib 400
fib 400
fib 300
fib 200
fib 500
fib 300
fib 400
fib 200
fib 200
fib 400
fib 300
fib 6600
fib 200
fib 300
fib 300
fib 300
fib 400
fib 300
fib 500
fib 300
